SEVERITYCODE,X,Y,WEATHER,LIGHTCOND,ROADCOND,INC_YEAR,INC_MONTH,INC_WEEK,INC_DAYOFWEEK,INC_HOUR,ADDRTYPE,cluster_id
1,-122.3136494,47.62195101,Clear,Daylight,Dry,2017,4,17,6,18,Intersection,387
1,-122.3869241,47.55608009,Clear,Daylight,Dry,2017,4,14,2,16,Block,303
2,-122.2975133,47.66122149,Clear,Daylight,Dry,2017,5,19,4,14,Block,421
2,-122.2672602,47.53842209,Clear,Daylight,Dry,2017,6,25,5,18,Block,165
2,-122.2967488,47.60635967,Clear,Daylight,Wet,2017,5,19,3,16,Block,101
1,-122.2967934,47.60520606,Clear,Daylight,Dry,2017,4,17,3,15,Block,101
1,-122.3627658,47.5464034,Clear,Daylight,Wet,2017,5,18,3,16,Block,458
1,-122.3875718,47.68407628,Overcast,Dark - Street Lights On,Wet,2017,4,17,1,21,Block,204
1,-122.2807971,47.53623841,Clear,Daylight,Dry,2017,5,20,6,12,Block,131
2,-122.3439801,47.69961737,Clear,Daylight,Dry,2017,4,15,3,15,Block,146
1,-122.2994629,47.60800236,Clear,Daylight,Dry,2017,5,19,4,8,Block,101
1,-122.3612817,47.62096131,Clear,Daylight,Dry,2017,5,18,4,16,Intersection,175
1,-122.3118813,47.66854,Unknown,Dark - Street Lights On,Unknown,2017,5,19,6,2,Intersection,374
1,-122.3178456,47.70810451,Unknown,Dark - Street Lights On,Unknown,2017,4,16,2,21,Block,404
1,-122.3291236,47.6086581,Raining,Daylight,Wet,2017,5,20,1,10,Intersection,486
1,-122.3175879,47.68873492,Overcast,Daylight,Dry,2017,4,17,4,8,Block,383
2,-122.3528394,47.61859204,Clear,Dark - Street Lights On,Dry,2017,5,19,3,23,Intersection,201
1,-122.3167457,47.6236882,Overcast,Daylight,Dry,2017,5,22,1,11,Block,14
2,-122.3436846,47.62089317,Overcast,Daylight,Dry,2017,5,19,6,19,Intersection,253
1,-122.339583,47.72320983,Clear,Dark - Street Lights On,Dry,2017,3,10,0,18,Intersection,439
2,-122.3661858,47.66569151,Raining,Daylight,Wet,2017,5,20,0,18,Intersection,58
2,-122.3592508,47.66466734,Clear,Daylight,Dry,2017,6,22,6,7,Block,371
1,-122.327361,47.60840868,Clear,Daylight,Dry,2017,6,23,0,13,Intersection,466
1,-122.3316679,47.60808565,Overcast,Daylight,Wet,2017,3,12,1,12,Block,486
1,-122.3449368,47.71957221,Clear,Dark - Street Lights On,Dry,2017,5,18,6,22,Intersection,439
2,-122.3449968,47.72503555,Clear,Daylight,Dry,2017,4,16,4,16,Block,72
2,-122.3661783,47.66943047,Overcast,Daylight,Wet,2017,5,18,2,9,Intersection,58
2,-122.3709322,47.57430999,Clear,Daylight,Dry,2017,5,20,6,11,Block,138
1,-122.333265,47.58716719,Clear,Daylight,Dry,2017,4,16,0,15,Block,123
1,-122.3057434,47.55656798,Overcast,Daylight,Wet,2017,5,18,2,8,Intersection,333
1,-122.3046109,47.64555665,Clear,Daylight,Dry,2017,3,12,1,17,Intersection,400
1,-122.3259598,47.6060361,Raining,Daylight,Wet,2017,6,23,3,7,Block,466
1,-122.3841861,47.55749093,Unknown,Unknown,Unknown,2017,4,14,5,12,Block,303
1,-122.3128264,47.63434494,Clear,Daylight,Dry,2017,6,23,2,8,Block,97
1,-122.3396862,47.68412511,Clear,Daylight,Dry,2017,5,22,1,8,Block,274
2,-122.31722279999998,47.59918906,Overcast,Daylight,Standing Water,2017,2,8,6,16,Intersection,226
2,-122.3768061,47.69060911,Clear,Dark - Street Lights On,Dry,2017,5,21,4,2,Intersection,316
2,-122.3773294,47.68687374,Clear,Daylight,Dry,2017,5,19,1,19,Block,98
2,-122.2699843,47.52704457,Clear,Daylight,Dry,2017,6,22,4,14,Block,224
2,-122.3205111,47.65073134,Overcast,Dawn,Dry,2017,6,22,5,5,Intersection,410
1,-122.3174895,47.68311118,Clear,Dark - Street Lights On,Dry,2017,5,18,5,2,Intersection,169
2,-122.3762163,47.66752673,Clear,Daylight,Dry,2017,6,22,3,15,Block,489
2,-122.3607922,47.66291688,Clear,Daylight,Dry,2017,5,21,4,8,Intersection,371
1,-122.386479,47.58299527,Overcast,Daylight,Dry,2017,4,17,5,13,Intersection,411
2,-122.3381048,47.60341979,Clear,Daylight,Dry,2017,6,22,4,16,Block,388
1,-122.2648507,47.50255988,Clear,Daylight,Dry,2017,5,21,5,20,Intersection,339
1,-122.3025002,47.59189312,Overcast,Daylight,Wet,2017,5,18,4,10,Intersection,115
1,-122.3052797,47.64935233,Overcast,Daylight,Wet,2017,2,9,0,13,Block,6
1,-122.3084303,47.57250753,Clear,Daylight,Dry,2017,5,18,3,9,Block,429
2,-122.2856311,47.54605725,Raining,Dark - Street Lights On,Wet,2017,4,17,5,23,Intersection,192
1,-122.3194158,47.6062086,Raining,Daylight,Wet,2017,6,23,3,8,Intersection,24
1,-122.3813824,47.56126936,Raining,Daylight,Wet,2017,3,10,2,13,Block,434
1,-122.3309147,47.55490525,Clear,Daylight,Dry,2017,5,21,1,17,Intersection,375
2,-122.2967039,47.57375123,Overcast,Daylight,Dry,2017,3,10,0,10,Block,294
2,-122.317766,47.65891125,Clear,Daylight,Dry,2017,4,14,1,8,Block,351
1,-122.3841861,47.55749093,Clear,Daylight,Dry,2017,5,21,5,12,Block,303
1,-122.3290565,47.57980945,Clear,Dark - Street Lights On,Dry,2017,6,25,4,23,Intersection,75
1,-122.3394385,47.56232364,Clear,Daylight,Dry,2017,4,16,3,11,Intersection,359
1,-122.3625695,47.66864996,Raining,Dark - Street Lights On,Wet,2017,6,23,3,2,Block,170
1,-122.3148661,47.66128079,Clear,Daylight,Dry,2017,3,11,3,8,Block,351
2,-122.3216834,47.54674636,Clear,Dark - Street Lights On,Dry,2017,5,21,4,2,Block,15
2,-122.3259444,47.61811143,Raining,Dark - Street Lights On,Wet,2017,5,18,5,2,Block,217
1,-122.2972466,47.64063145,Clear,Daylight,Dry,2017,5,18,3,11,Block,168
2,-122.3406544,47.66212565,Clear,Daylight,Dry,2017,6,23,2,20,Intersection,1
1,-122.3482348,47.61974163,Clear,Daylight,Dry,2017,5,18,3,10,Block,155
1,-122.4002642,47.58420134,Clear,Dusk,Dry,2017,5,20,6,20,Block,481
2,-122.3654289,47.56834437,Clear,Daylight,Dry,2017,5,20,3,13,Intersection,447
2,-122.2935321,47.6176086,Clear,Dusk,Dry,2017,5,21,0,20,Intersection,179
1,-122.3276841,47.60199234,Clear,Daylight,Dry,2017,4,17,0,12,Block,142
1,-122.3554242,47.62210319,Clear,Daylight,Dry,2017,5,19,1,12,Intersection,32
1,-122.2932403,47.56080845,Raining,Daylight,Wet,2017,3,12,4,15,Intersection,396
1,-122.3488807,47.61242925,Clear,Dark - Street Lights On,Dry,2017,4,17,2,19,Block,307
2,-122.306319,47.60801681,Clear,Dark - Street Lights On,Dry,2017,6,23,1,0,Intersection,156
1,-122.3265989,47.62428571,Raining,Daylight,Wet,2017,5,18,1,19,Intersection,250
1,-122.3297125,47.60594578,Clear,Daylight,Dry,2017,2,9,1,6,Block,486
2,-122.3045906,47.64824143,Clear,Daylight,Dry,2017,5,18,4,16,Block,6
2,-122.34469409999998,47.70505121,Raining,Daylight,Wet,2017,4,14,3,8,Intersection,7
2,-122.3320419,47.61352793,Clear,Daylight,Dry,2017,6,23,2,18,Intersection,492
2,-122.2788815,47.51516103,Raining,Daylight,Wet,2017,2,8,6,13,Block,106
1,-122.3833433,47.53066287,Unknown,Other,Unknown,2017,3,12,1,19,Block,35
1,-122.3360291,47.61117493,Clear,Daylight,Dry,2017,5,19,5,17,Block,52
1,-122.3228505,47.73404704,Clear,Dark - Street Lights On,Dry,2017,2,8,2,21,Block,449
1,-122.3232392,47.5470245,Clear,Daylight,Dry,2017,4,14,5,11,Block,379
1,-122.3397406,47.62454416,Clear,Daylight,Dry,2017,5,19,4,7,Intersection,111
1,-122.3612236,47.57116358,Raining,Daylight,Wet,2017,5,18,0,9,Block,391
1,-122.3396782,47.69052568,Raining,Daylight,Wet,2017,4,16,6,12,Block,274
1,-122.32345759999998,47.64202952,Raining,Daylight,Wet,2017,3,12,4,17,Intersection,150
1,-122.3162034,47.61526839,Raining,Dark - Street Lights On,Wet,2017,4,17,0,2,Block,293
1,-122.286108,47.71920817,Clear,Daylight,Dry,2017,6,23,2,9,Block,214
1,-122.3767962,47.68779988,Raining,Daylight,Wet,2017,4,15,0,14,Block,316
1,-122.29364270000002,47.72198541,Raining,Daylight,Wet,2017,3,9,4,10,Block,67
1,-122.3135038,47.61996234,Overcast,Daylight,Dry,2017,5,22,1,8,Intersection,387
2,-122.3230004,47.69039693,Clear,Daylight,Dry,2017,5,20,0,6,Intersection,4
1,-122.3233695,47.65057199,Raining,Daylight,Wet,2017,5,19,3,12,Block,410
2,-122.3203114,47.6594615,Raining,Dark - Street Lights On,Wet,2017,4,16,2,22,Block,351
2,-122.3258915,47.63972702,Overcast,Daylight,Dry,2017,5,19,3,8,Intersection,36
2,-122.3278184,47.60723101,Clear,Daylight,Dry,2017,6,25,4,11,Intersection,466
1,-122.3735716,47.67527371,Overcast,Dark - Street Lights On,Dry,2017,4,16,5,3,Intersection,343
1,-122.3141311,47.60084904,Clear,Daylight,Dry,2017,5,21,4,14,Intersection,226
1,-122.3379816,47.72079177,Clear,Dark - Street Lights On,Dry,2017,5,19,6,2,Block,439
1,-122.3052797,47.64935233,Raining,Daylight,Wet,2017,4,17,2,16,Block,6
1,-122.3113976,47.73393647,Clear,Daylight,Wet,2017,3,10,1,16,Block,477
2,-122.32212040000002,47.61464477,Raining,Daylight,Wet,2017,5,18,0,12,Block,95
1,-122.3875598,47.67682199,Clear,Daylight,Dry,2017,4,17,3,5,Block,12
1,-122.3220923,47.6431904,Clear,Daylight,Dry,2017,3,11,4,11,Intersection,150
1,-122.3406183,47.68271346,Clear,Daylight,Dry,2017,6,23,0,12,Block,42
1,-122.2862645,47.54889698,Clear,Dark - Street Lights On,Dry,2017,6,23,4,5,Block,3
2,-122.3584562,47.52102995,Clear,Daylight,Dry,2017,5,19,2,17,Intersection,276
2,-122.3290598,47.60523285,Raining,Daylight,Wet,2017,5,18,0,11,Block,486
1,-122.28824240000002,47.56794238,Clear,Daylight,Dry,2017,5,20,4,14,Block,29
2,-122.3988643,47.58541137,Clear,Dark - Street Lights On,Dry,2017,5,18,6,23,Block,481
1,-122.2924031,47.7328465,Raining,Dark - Street Lights On,Wet,2017,4,17,3,21,Block,405
1,-122.3454233,47.51730344,Clear,Daylight,Dry,2017,5,21,0,7,Intersection,237
1,-122.2868475,47.54891807,Clear,Daylight,Dry,2017,2,8,5,12,Block,3
1,-122.3039632,47.64382665,Clear,Daylight,Dry,2017,6,23,0,16,Block,400
2,-122.3404667,47.60931643,Clear,Daylight,Dry,2017,5,21,3,11,Block,8
1,-122.3348267,47.70503767,Unknown,Unknown,Unknown,2017,5,19,0,20,Block,87
1,-122.3432872,47.65270731,Clear,Daylight,Dry,2017,4,17,0,9,Block,124
2,-122.33641,47.66503503,Clear,Dusk,Dry,2017,3,13,2,18,Intersection,132
1,-122.2911549,47.5574633,Clear,Daylight,Dry,2017,5,19,4,16,Block,396
1,-122.3398236,47.61411132,Clear,Dark - Street Lights On,Dry,2017,3,9,2,20,Block,128
1,-122.2684884,47.51610948,Clear,Daylight,Dry,2017,5,21,0,14,Block,127
2,-122.25239740000002,47.50639618,Clear,Daylight,Dry,2017,3,10,2,12,Intersection,114
1,-122.3512876,47.65281337,Clear,Daylight,Dry,2017,5,21,5,20,Block,394
1,-122.3127415,47.56324163,Raining,Dusk,Wet,2017,5,18,1,20,Intersection,125
1,-122.310765,47.58502951,Raining,Daylight,Wet,2017,4,16,6,10,Block,2
1,-122.33508700000002,47.70049597,Raining,Daylight,Wet,2017,3,10,1,16,Block,172
1,-122.3046092,47.64715114,Raining,Daylight,Wet,2017,4,14,2,14,Block,6
1,-122.3142424,47.615282,Clear,Dark - Street Lights Off,Dry,2017,6,25,5,0,Intersection,293
1,-122.3299787,47.58293538,Clear,Daylight,Dry,2017,5,20,1,14,Block,275
1,-122.2928414,47.72379376,Clear,Dark - Street Lights On,Dry,2017,4,15,4,20,Block,67
1,-122.3167801,47.62152015,Clear,Dark - Street Lights On,Dry,2017,4,17,6,7,Block,14
1,-122.3126751,47.72847403,Clear,Daylight,Dry,2017,4,17,0,10,Intersection,88
2,-122.300619,47.66852575,Raining,Daylight,Wet,2017,4,15,0,15,Intersection,338
1,-122.3754421,47.65394107,Clear,Daylight,Dry,2017,5,21,5,18,Block,292
2,-122.3450853,47.73306346,Raining,Daylight,Wet,2017,3,10,5,14,Block,389
1,-122.3420929,47.66412708,Clear,Daylight,Dry,2017,6,25,5,7,Intersection,1
1,-122.34883,47.72231043,Clear,Daylight,Dry,2017,4,17,6,17,Block,493
1,-122.3684922,47.70589495,Clear,Daylight,Dry,2017,6,22,4,16,Block,193
2,-122.3555447,47.72232421,Clear,Daylight,Dry,2017,4,14,0,14,Block,167
1,-122.2938964,47.56185443,Clear,Daylight,Dry,2017,5,18,4,16,Block,183
2,-122.3670236,47.62559265,Overcast,Daylight,Dry,2017,3,10,2,12,Block,206
1,-122.3229463,47.68641709,Raining,Daylight,Wet,2017,4,16,2,9,Block,4
1,-122.3642405,47.64311692,Overcast,Daylight,Dry,2017,5,20,1,18,Block,117
1,-122.3452133,47.61260646,Clear,Dark - Street Lights On,Dry,2017,5,20,5,0,Intersection,307
1,-122.35113390000002,47.57094178,Raining,Dark - Street Lights On,Wet,2017,4,16,6,21,Block,137
2,-122.3177543,47.55010247,Overcast,Daylight,Wet,2017,5,20,1,12,Intersection,379
2,-122.3022685,47.63620585,Clear,Daylight,Dry,2017,6,25,5,7,Block,91
1,-122.3735775,47.67381546,Clear,Daylight,Dry,2017,6,23,6,10,Intersection,343
1,-122.3335771,47.61628073,Clear,Daylight,Dry,2017,4,16,4,10,Intersection,438
2,-122.3750007,47.63863517,Clear,Daylight,Dry,2017,5,20,4,13,Intersection,187
1,-122.3219986,47.62370038,Clear,Daylight,Dry,2017,5,20,5,13,Block,166
1,-122.3798033,47.69468153,Raining,Daylight,Wet,2017,3,10,1,11,Block,365
1,-122.351186,47.61281375,Overcast,Daylight,Wet,2017,2,9,0,14,Intersection,201
1,-122.3892918,47.69057441,Clear,Dark - Street Lights On,Dry,2017,5,21,5,22,Block,178
2,-122.3340104,47.61064592,Clear,Daylight,Dry,2017,6,25,6,15,Block,52
2,-122.33426090000002,47.6196648,Clear,Daylight,Dry,2017,5,21,1,18,Intersection,438
1,-122.3342549,47.61851729,Overcast,Daylight,Dry,2017,3,12,1,9,Intersection,438
1,-122.3207804,47.61407567,Raining,Dark - Street Lights On,Wet,2017,3,11,4,23,Intersection,95
2,-122.3255288,47.61521875,Overcast,Daylight,Dry,2017,5,21,2,16,Intersection,217
2,-122.3341838,47.72320789,Clear,Daylight,Dry,2017,6,23,2,7,Intersection,335
1,-122.2680321,47.51985179,Clear,Daylight,Wet,2017,5,19,6,6,Block,127
2,-122.3480417,47.53013687,Raining,Dark - No Street Lights,Wet,2017,5,18,5,1,Intersection,399
1,-122.3608751,47.65119779,Overcast,Daylight,Dry,2017,5,20,0,11,Block,239
1,-122.2949335,47.6016523,Clear,Daylight,Dry,2017,4,16,4,17,Intersection,453
2,-122.3119297,47.67578344,Raining,Dark - Street Lights On,Wet,2017,5,19,5,22,Intersection,329
1,-122.333213,47.60201533,Raining,Dark - Street Lights On,Wet,2017,4,14,2,0,Block,212
1,-122.33835,47.60951672,Clear,Other,Dry,2017,5,22,1,17,Block,490
1,-122.3223989,47.59004963,Overcast,Daylight,Wet,2017,3,11,1,17,Block,476
2,-122.3119297,47.67578344,Overcast,Daylight,Dry,2017,4,17,0,7,Intersection,329
1,-122.3290479,47.59193183,Clear,Daylight,Dry,2017,2,9,0,13,Block,454
2,-122.3440317,47.64964729,Overcast,Dark - Street Lights On,Wet,2017,5,19,5,20,Intersection,243
2,-122.3234835,47.73405298,Raining,Dark - Street Lights On,Wet,2017,2,8,6,0,Intersection,449
1,-122.3697934,47.54385795,Raining,Dark - Street Lights On,Wet,2017,4,14,2,1,Block,482
2,-122.3331722,47.60301939,Other,Daylight,Wet,2017,4,16,0,19,Intersection,388
1,-122.32997140000002,47.6028763,Clear,Daylight,Dry,2017,3,12,3,16,Block,142
1,-122.26616090000002,47.51984119,Clear,Dark - Street Lights On,Dry,2017,4,17,3,23,Intersection,450
1,-122.3018097,47.58314526,Clear,Daylight,Dry,2017,5,19,4,17,Intersection,280
2,-122.3550324,47.53368043,Clear,Daylight,Dry,2017,6,23,0,19,Intersection,130
1,-122.332142,47.61076192,Clear,Daylight,Dry,2017,4,17,6,15,Block,492
1,-122.3446242,47.6991652,Overcast,Daylight,Dry,2017,3,12,5,15,Block,146
2,-122.3149681,47.52304218,Overcast,Daylight,Dry,2017,6,23,2,12,Intersection,327
2,-122.39195929999998,47.5793541,Overcast,Daylight,Wet,2017,5,20,1,7,Intersection,248
1,-122.3246793,47.63824682,Clear,Daylight,Dry,2017,6,23,2,15,Intersection,36
1,-122.302554,47.58409913,Clear,Daylight,Dry,2017,5,20,3,13,Block,280
2,-122.3927264,47.52916317,Clear,Daylight,Dry,2017,5,21,1,16,Block,357
2,-122.3178342,47.65630185,Clear,Daylight,Dry,2017,5,22,2,9,Intersection,70
2,-122.31742340000002,47.66311774,Raining,Daylight,Wet,2017,4,16,2,13,Intersection,245
1,-122.3207624,47.61296336,Overcast,Dark - Street Lights On,Dry,2017,3,10,5,1,Intersection,95
1,-122.3561572,47.70472613,Clear,Daylight,Dry,2017,5,21,0,17,Block,382
1,-122.2913648,47.71731678,Clear,Daylight,Dry,2017,6,22,3,17,Intersection,403
1,-122.3359401,47.68527252,Clear,Daylight,Dry,2017,5,21,1,16,Block,105
1,-122.2974147,47.59923284,Raining,Daylight,Wet,2017,5,18,2,7,Intersection,177
1,-122.2846295,47.55704112,Clear,Daylight,Dry,2017,3,9,6,14,Intersection,325
2,-122.3326533,47.7086545,Clear,Daylight,Dry,2017,6,22,3,14,Block,87
2,-122.3447064,47.7057972,Raining,Daylight,Wet,2017,3,10,4,8,Block,7
1,-122.358706,47.61940404,Raining,Daylight,Wet,2017,5,20,0,18,Block,32
1,-122.3877654,47.52246667,Clear,Daylight,Dry,2017,3,11,3,8,Block,109
2,-122.2699903,47.5346718,Clear,Daylight,Dry,2017,4,17,6,13,Intersection,377
2,-122.3250685,47.59583534,Overcast,Dark - Street Lights On,Wet,2017,5,20,1,21,Intersection,46
1,-122.292528,47.54191575,Clear,Daylight,Dry,2017,6,23,2,8,Block,213
2,-122.3391205,47.61120104,Overcast,Daylight,Dry,2017,5,19,6,7,Block,128
1,-122.3315979,47.5903106,Raining,Daylight,Wet,2017,5,18,3,15,Block,454
1,-122.3398125,47.61027832,Clear,Daylight,Dry,2017,6,23,2,19,Intersection,8
1,-122.3286131,47.7077206,Clear,Dark - Street Lights On,Dry,2017,5,18,4,21,Block,87
1,-122.3278807,47.61664171,Clear,Daylight,Dry,2017,5,20,6,12,Intersection,217
1,-122.3633139,47.56472862,Clear,Daylight,Dry,2017,6,25,3,16,Intersection,447
1,-122.3292893,47.60464392,Unknown,Daylight,Unknown,2017,4,14,2,10,Block,486
1,-122.292342,47.73102707,Clear,Daylight,Dry,2017,5,20,4,9,Block,405
1,-122.29757109999998,47.59552679,Raining,Daylight,Wet,2017,3,9,4,8,Intersection,467
1,-122.37063229999998,47.57123982,Clear,Daylight,Dry,2017,2,9,1,15,Block,138
2,-122.324487,47.60862448,Clear,Daylight,Dry,2017,4,15,4,7,Intersection,466
2,-122.33915559999998,47.56750438,Clear,Daylight,Dry,2017,5,19,5,12,Block,345
2,-122.34175259999998,47.61173309,Clear,Dark - Street Lights On,Dry,2017,4,17,5,23,Intersection,8
2,-122.27870190000002,47.52426379,Clear,Daylight,Dry,2017,5,20,2,7,Intersection,426
2,-122.3146497,47.57188856,Clear,Daylight,Dry,2017,6,23,1,14,Block,57
1,-122.3275245,47.60439327,Clear,Dark - Street Lights On,Dry,2017,5,21,2,2,Block,142
2,-122.3593121,47.68838793,Clear,Daylight,Dry,2017,5,19,1,17,Block,200
1,-122.3410556,47.62321895,Overcast,Daylight,Dry,2017,6,25,6,16,Intersection,43
1,-122.3762388,47.55835509,Unknown,Daylight,Unknown,2017,5,18,3,13,Block,434
2,-122.34455049999998,47.73412886,Overcast,Dark - Street Lights On,Wet,2017,3,11,5,20,Block,389
2,-122.3532666,47.69058906,Clear,Daylight,Dry,2017,4,16,3,17,Block,116
1,-122.2767405,47.54743168,Overcast,Daylight,Dry,2017,4,17,4,8,Block,44
1,-122.3449968,47.72503555,Clear,Daylight,Dry,2017,5,18,5,12,Block,72
2,-122.282267,47.52786788,Clear,Daylight,Dry,2017,5,20,6,14,Block,426
2,-122.3245856,47.60956945,Clear,Dark - Street Lights On,Dry,2017,6,25,4,22,Block,466
2,-122.3240364,47.6613387,Clear,Dark - Street Lights On,Dry,2017,4,14,6,0,Intersection,37
2,-122.302584,47.55377039,Overcast,Daylight,Wet,2017,3,10,3,12,Intersection,154
2,-122.3391447,47.66286631,Clear,Daylight,Dry,2017,4,15,2,15,Intersection,132
2,-122.2881719,47.53168458,Raining,Daylight,Wet,2017,4,14,2,14,Intersection,86
1,-122.3411008,47.61134764,Clear,Daylight,Dry,2017,5,20,4,14,Block,8
1,-122.3573611,47.61860942,Overcast,Daylight,Wet,2017,5,18,0,9,Intersection,32
1,-122.3304653,47.54438649,Raining,Daylight,Wet,2017,4,16,6,12,Block,336
1,-122.3348663,47.60822792,Clear,Daylight,Dry,2017,5,18,2,13,Intersection,52
1,-122.33913429999998,47.69052153,Clear,Daylight,Dry,2017,4,16,4,10,Intersection,274
1,-122.3486153,47.66107493,Unknown,Daylight,Dry,2017,6,23,2,9,Block,420
1,-122.3207714,47.61351951,Clear,Daylight,Dry,2017,3,12,3,11,Block,95
2,-122.3445564,47.69346113,Clear,Daylight,Dry,2017,4,16,2,16,Intersection,205
1,-122.3055623,47.58295569,Overcast,Daylight,Dry,2017,2,8,1,14,Intersection,280
2,-122.33484140000002,47.52232233,Clear,Daylight,Dry,2017,5,20,4,14,Intersection,121
1,-122.3467113,47.70505735,Clear,Daylight,Dry,2017,5,20,3,12,Block,7
1,-122.3300593,47.61639311,Raining,Daylight,Wet,2017,5,19,3,11,Block,62
1,-122.2907624,47.70837218,Raining,Daylight,Wet,2017,4,14,2,13,Intersection,74
1,-122.3207602,47.61116908,Clear,Dark - Street Lights On,Dry,2017,5,21,5,3,Intersection,95
1,-122.370655,47.57178858,Clear,Dark - Street Lights On,Dry,2017,5,20,5,22,Intersection,138
1,-122.28647209999998,47.59937468,Clear,Dark - Street Lights On,Dry,2017,4,17,5,2,Block,34
1,-122.3020586,47.64171803,Overcast,Daylight,Dry,2017,5,19,4,18,Intersection,400
1,-122.34732340000002,47.65539516,Clear,Daylight,Dry,2017,3,9,2,11,Intersection,124
2,-122.34793329999998,47.72503748,Clear,Daylight,Dry,2017,6,23,1,16,Block,72
1,-122.334288,47.62469378,Raining,Dark - Street Lights On,Wet,2017,5,18,2,3,Intersection,362
2,-122.3202699,47.52730748,Overcast,Dark - Street Lights On,Dry,2017,5,18,0,0,Intersection,118
2,-122.3290546,47.58293662,Clear,Daylight,Dry,2017,5,21,1,9,Block,275
1,-122.3207602,47.61116908,Overcast,Dark - Street Lights On,Dry,2017,6,22,6,3,Intersection,95
1,-122.2837022,47.54245258,Overcast,Daylight,Dry,2017,3,10,1,10,Intersection,192
1,-122.3334501,47.54664079,Clear,Daylight,Wet,2017,3,12,4,17,Block,63
1,-122.2749936,47.54425118,Clear,Dark - No Street Lights,Dry,2017,4,17,0,1,Block,44
1,-122.3339995,47.54768829,Raining,Dark - Street Lights On,Wet,2017,4,13,5,6,Block,63
1,-122.2699879,47.52281564,Clear,Daylight,Dry,2017,6,22,4,16,Block,330
1,-122.2966297,47.57635897,Clear,Daylight,Dry,2017,5,18,1,9,Intersection,294
1,-122.34507,47.73167415,Overcast,Daylight,Dry,2017,4,17,2,10,Block,389
1,-122.27813,47.54932275,Raining,Daylight,Wet,2017,2,9,0,16,Block,393
2,-122.3089636,47.60217717,Clear,Daylight,Dry,2017,2,9,1,17,Block,416
1,-122.2994655,47.66068091,Clear,Daylight,Dry,2017,6,23,0,14,Intersection,421
1,-122.2932403,47.56080845,Clear,Daylight,Dry,2017,5,19,6,13,Intersection,396
1,-122.3342135,47.607515,Clear,Daylight,Dry,2017,3,11,4,9,Intersection,52
1,-122.3327144,47.60419712,Clear,Dusk,Dry,2017,6,25,5,21,Intersection,486
1,-122.3149348,47.61761495,Clear,Daylight,Dry,2017,5,21,0,7,Block,387
2,-122.3295065,47.60137163,Raining,Daylight,Wet,2017,3,11,4,12,Block,142
2,-122.3331722,47.60301939,Overcast,Daylight,Dry,2017,5,22,1,17,Intersection,388
2,-122.38213,47.6686758,Clear,Daylight,Dry,2017,4,15,5,14,Intersection,344
2,-122.334445,47.53831502,Raining,Daylight,Wet,2017,2,8,0,10,Intersection,456
2,-122.340088,47.66674643,Clear,Daylight,Dry,2017,4,17,1,7,Block,262
1,-122.3604791,47.52469335,Overcast,Daylight,Wet,2017,5,20,1,11,Intersection,230
1,-122.2790134,47.52611725,Overcast,Daylight,Dry,2017,4,16,2,13,Intersection,426
1,-122.3270158,47.59919385,Clear,Dark - Street Lights On,Dry,2017,5,18,1,22,Block,46
1,-122.3514087,47.57151298,Overcast,Daylight,Dry,2017,5,22,1,12,Intersection,137
1,-122.2708344,47.53935538,Clear,Dark - Street Lights On,Dry,2017,4,14,2,23,Block,377
1,-122.3145298,47.57162418,Overcast,Daylight,Dry,2017,5,21,4,7,Intersection,57
1,-122.3881566,47.56023925,Overcast,Daylight,Dry,2017,4,17,6,18,Block,303
1,-122.3027722,47.60743702,Clear,Daylight,Wet,2017,4,15,2,15,Block,156
1,-122.37192759999998,47.52466461,Overcast,Dark - Street Lights On,Wet,2017,5,18,2,0,Block,112
