SEVERITYCODE,X,Y,WEATHER,LIGHTCOND,ROADCOND,INC_YEAR,INC_MONTH,INC_WEEK,INC_DAYOFWEEK,INC_HOUR,ADDRTYPE,cluster_id
1,-122.26915890000002,47.55410187,Raining,Daylight,Wet,2019,9,38,6,13,Intersection,431
2,-122.3389037,47.60928514,Clear,Daylight,Dry,2019,11,45,2,9,Intersection,490
1,-122.3264167,47.60485688,Raining,Other,Wet,2019,8,34,2,9,Block,466
1,-122.3312782,47.604305,Raining,Dark - Street Lights On,Wet,2019,12,51,3,18,Block,486
1,-122.3149533,47.52389209,Overcast,Daylight,Wet,2019,10,41,1,15,Intersection,327
1,-122.3352605,47.6036254,Clear,Daylight,Dry,2019,10,42,5,17,Block,388
1,-122.3174038,47.66493734,Clear,Dark - Street Lights On,Dry,2019,9,37,5,23,Intersection,245
1,-122.3201461,47.54016848,Clear,Dark - Street Lights On,Dry,2019,9,36,6,23,Block,247
1,-122.2974147,47.59923284,Clear,Daylight,Dry,2019,11,48,0,8,Intersection,177
2,-122.3335317,47.6907815,Raining,Dark - Street Lights On,Wet,2019,11,46,6,20,Block,105
2,-122.2970769,47.57694363,Clear,Dark - Street Lights On,Dry,2019,10,44,3,20,Block,427
1,-122.3394393,47.56341172,Clear,Daylight,Dry,2019,10,43,1,11,Block,359
2,-122.2962775,47.53896036,Clear,Daylight,Dry,2019,11,45,1,13,Block,61
1,-122.310885,47.63232518,Clear,Dark - Street Lights On,Dry,2019,10,44,0,5,Block,423
2,-122.3767833,47.68414673,Clear,Daylight,Dry,2019,9,38,2,8,Block,417
1,-122.3151926,47.71219775,Overcast,Dark - Street Lights On,Dry,2020,1,3,6,18,Intersection,404
1,-122.3121212,47.59665174,Clear,Daylight,Dry,2019,11,48,4,7,Intersection,174
2,-122.3493106,47.66213444,Clear,Daylight,Dry,2019,10,44,2,9,Block,420
2,-122.3450068,47.61972993,Clear,Dawn,Wet,2019,12,50,6,6,Intersection,155
1,-122.3246445,47.70959149,Clear,Daylight,Dry,2019,9,39,0,12,Block,139
1,-122.3202201,47.53025607,Overcast,Dark - Street Lights On,Wet,2019,10,42,3,23,Intersection,118
2,-122.31276,47.59749164,Clear,Daylight,Wet,2019,11,46,4,9,Intersection,174
1,-122.3472943,47.64717249,Clear,Daylight,Dry,2019,8,34,0,14,Block,243
2,-122.346513,47.61337517,Clear,Daylight,Dry,2019,11,45,1,15,Intersection,307
1,-122.3299327,47.59030864,Clear,Daylight,Dry,2019,9,36,3,14,Intersection,454
1,-122.3516459,47.61758358,Overcast,Daylight,Wet,2019,10,43,1,14,Intersection,201
1,-122.3232432,47.61062257,Raining,Daylight,Wet,2019,10,43,4,12,Block,95
2,-122.3463006,47.60999398,Raining,Daylight,Wet,2019,9,38,1,8,Intersection,307
1,-122.28470690000002,47.53703457,Raining,Daylight,Wet,2019,12,51,4,12,Intersection,131
1,-122.3761893,47.5640766,Clear,Dark - Street Lights On,Dry,2019,11,47,1,17,Intersection,94
2,-122.337348,47.52047166,Raining,Daylight,Wet,2019,11,45,5,10,Block,457
2,-122.3133534,47.57863325,Clear,Daylight,Dry,2019,7,30,1,20,Intersection,173
1,-122.31414,47.60979878,Clear,Daylight,Dry,2019,11,46,3,8,Block,452
2,-122.3347624,47.52541537,Clear,Dark - Street Lights On,Dry,2019,10,40,1,21,Block,121
1,-122.3397406,47.62454416,Clear,Daylight,Dry,2019,8,34,1,7,Intersection,111
1,-122.3049122,47.66132866,Unknown,Dark - Street Lights On,Unknown,2019,10,42,0,2,Intersection,260
2,-122.382425,47.5502344,Clear,Daylight,Dry,2019,9,39,2,14,Intersection,21
1,-122.369344,47.68874715,Clear,Daylight,Dry,2019,9,39,3,16,Intersection,494
1,-122.2767405,47.54743168,Clear,Dark - Street Lights On,Dry,2019,11,47,4,17,Block,44
2,-122.3707596,47.66866192,Clear,Daylight,Dry,2019,10,44,0,12,Intersection,444
1,-122.3368909,47.60540829,Raining,Daylight,Wet,2019,11,47,1,7,Intersection,388
1,-122.31687279999998,47.61643219,Clear,Daylight,Wet,2020,1,4,5,12,Intersection,293
2,-122.3681058,47.57148216,Raining,Daylight,Wet,2019,10,43,1,7,Block,138
2,-122.3472146,47.68694067,Overcast,Daylight,Dry,2019,11,46,1,12,Intersection,251
1,-122.3762131,47.67017143,Clear,Daylight,Dry,2019,10,40,3,8,Intersection,489
1,-122.3275509,47.61197567,Clear,Daylight,Dry,2019,9,38,4,9,Block,300
2,-122.3195419,47.66495046,Clear,Daylight,Dry,2019,9,39,4,7,Intersection,245
1,-122.3207998,47.73402776,Clear,Daylight,Dry,2019,10,44,2,7,Intersection,449
1,-122.3224869,47.60225021,Clear,Daylight,Dry,2019,10,43,2,13,Block,24
1,-122.3892402,47.55752075,Clear,Daylight,Dry,2019,11,47,6,16,Block,303
1,-122.2740072,47.53694534,Clear,Daylight,Dry,2019,7,27,0,11,Block,377
2,-122.2864886,47.5601082,Clear,Daylight,Dry,2019,10,40,6,17,Block,325
2,-122.33484140000002,47.52232233,Clear,Daylight,Dry,2019,10,41,1,8,Intersection,121
1,-122.3207279,47.661319,Clear,Dark - Street Lights On,Dry,2019,8,33,4,21,Intersection,351
2,-122.29101029999998,47.57075993,Overcast,Daylight,Wet,2020,1,2,1,10,Block,148
1,-122.32957749999998,47.55045912,Clear,Daylight,Dry,2019,10,40,4,11,Intersection,375
2,-122.323189,47.70562227,Clear,Dark - Street Lights On,Dry,2019,9,39,5,21,Block,461
1,-122.3762239,47.56017275,Clear,Dark - Street Lights On,Dry,2019,10,43,6,19,Block,94
2,-122.392672,47.53365008,Clear,Dark - Street Lights On,Dry,2019,11,46,2,18,Block,357
2,-122.3567037,47.62571435,Raining,Dark - Street Lights On,Wet,2019,12,51,2,19,Intersection,270
1,-122.3035248,47.63059775,Clear,Daylight,Wet,2019,11,47,1,14,Intersection,91
1,-122.3156952,47.6236856,Overcast,Dark - Street Lights On,Dry,2019,9,39,2,22,Block,14
2,-122.3632965,47.56744416,Clear,Daylight,Dry,2019,11,48,2,12,Block,447
2,-122.3554527,47.70508354,Raining,Dark - Street Lights On,Wet,2019,10,43,4,22,Intersection,382
1,-122.2789825,47.52327071,Clear,Daylight,Dry,2019,10,41,6,14,Intersection,426
2,-122.3173632,47.67582933,Clear,Daylight,Dry,2019,8,33,1,12,Intersection,55
2,-122.2812932,47.5370423,Clear,Daylight,Dry,2019,11,44,6,9,Intersection,131
1,-122.3534004,47.65414889,Clear,Daylight,Dry,2019,9,38,5,9,Intersection,394
1,-122.3792107,47.66653856,Raining,Daylight,Wet,2019,12,51,5,14,Intersection,83
1,-122.25419879999998,47.50316039,Clear,Daylight,Dry,2019,11,48,2,16,Block,114
1,-122.3315755,47.59962093,Clear,Dark - Street Lights On,Dry,2019,9,39,4,1,Block,212
2,-122.3298224,47.61445724,Clear,Dark - Street Lights On,Dry,2019,7,28,5,22,Intersection,492
1,-122.3154355,47.52389355,Clear,Dark - Street Lights On,Dry,2019,10,43,5,22,Block,327
2,-122.3854823,47.52312841,Raining,Dark - Street Lights On,Wet,2019,12,50,2,17,Intersection,317
2,-122.3234155,47.61523114,Clear,Dark - Street Lights On,Dry,2019,8,34,4,22,Intersection,217
2,-122.3044517,47.69893948,Clear,Daylight,Dry,2019,11,48,4,14,Block,110
1,-122.3462383,47.62803022,Clear,Daylight,Dry,2019,10,42,0,15,Intersection,153
1,-122.2905727,47.69834746,Overcast,Daylight,Dry,2019,11,45,6,14,Intersection,235
1,-122.30194009999998,47.73382926,Overcast,Daylight,Wet,2019,8,34,2,19,Intersection,196
1,-122.3099351,47.59379007,Clear,Daylight,Dry,2019,10,41,0,15,Block,445
1,-122.3394318,47.60483307,Clear,Daylight,Dry,2019,10,42,4,8,Block,490
1,-122.2780715,47.52888096,Fog/Smog/Smoke,Dark - Street Lights On,Dry,2019,11,47,4,5,Block,27
1,-122.3845306,47.58118097,Overcast,Dark - Street Lights On,Dry,2019,12,50,3,18,Block,411
1,-122.3246814,47.61051614,Clear,Dusk,Dry,2019,11,45,2,15,Intersection,300
1,-122.3495094,47.63783128,Overcast,Dark - No Street Lights,Dry,2019,11,47,4,20,Block,20
1,-122.3472365,47.6934692,Clear,Daylight,Dry,2019,5,19,3,17,Intersection,470
2,-122.3338311,47.54737114,Raining,Dawn,Wet,2019,12,51,4,6,Intersection,63
1,-122.35962659999998,47.52233423,Raining,Dark - Street Lights On,Wet,2019,11,46,5,17,Block,276
1,-122.3055394,47.58807595,Clear,Daylight,Dry,2019,9,38,2,7,Block,428
1,-122.3663999,47.6259934,Raining,Daylight,Wet,2019,10,43,4,11,Block,206
1,-122.3134392,47.5579,Clear,Daylight,Dry,2019,10,43,4,8,Intersection,311
1,-122.3070043,47.60167496,Raining,Daylight,Wet,2019,10,43,4,13,Block,54
2,-122.3632965,47.56744416,Overcast,Daylight,Dry,2019,10,40,4,12,Block,447
1,-122.3080199,47.73389828,Clear,Daylight,Dry,2019,8,33,6,9,Block,477
1,-122.3279159,47.60817661,Clear,Dusk,Dry,2019,11,47,1,16,Block,466
1,-122.3261169,47.61040746,Raining,Daylight,Wet,2020,1,4,1,7,Block,300
1,-122.3250019,47.69915362,Clear,Daylight,Dry,2019,11,45,0,12,Block,461
1,-122.302554,47.58409913,Clear,Dark - Street Lights On,Dry,2019,10,40,5,21,Block,280
1,-122.357998,47.62695723,Clear,Daylight,Dry,2019,10,41,0,12,Block,270
1,-122.34355990000002,47.65601331,Raining,Dark - Street Lights On,Wet,2019,10,42,5,22,Block,124
2,-122.3534713,47.51735061,Clear,Daylight,Dry,2019,10,41,3,12,Block,276
2,-122.3074785,47.61408161,Clear,Dark - Street Lights On,Wet,2019,11,46,5,19,Block,349
1,-122.3696818,47.66293291,Overcast,Daylight,Dry,2019,12,50,1,8,Block,163
1,-122.26346770000002,47.54716494,Clear,Daylight,Dry,2019,11,45,1,11,Intersection,113
2,-122.3447952,47.71119659,Clear,Dark - Street Lights On,Dry,2019,11,48,5,4,Block,164
2,-122.2850509,47.56792321,Clear,Daylight,Dry,2019,10,40,4,16,Intersection,29
1,-122.3119516,47.66398823,Clear,Dark - Street Lights On,Dry,2019,9,36,5,22,Block,160
1,-122.3725341,47.54465308,Overcast,Dark - Street Lights Off,Dry,2019,9,39,3,4,Intersection,482
1,-122.3101775,47.66853992,Unknown,Dark - Street Lights On,Unknown,2019,8,33,3,22,Block,374
2,-122.3124332,47.71216667,Raining,Dusk,Wet,2019,10,42,6,16,Intersection,145
2,-122.3178713,47.70978936,Clear,Dark - Street Lights On,Dry,2019,10,40,2,21,Intersection,404
1,-122.3130342,47.66749016,Overcast,Daylight,Dry,2019,11,45,5,13,Block,374
1,-122.32807859999998,47.60416123,Clear,Daylight,Dry,2019,11,47,2,15,Intersection,142
1,-122.3276652,47.59961587,Clear,Daylight,Dry,2020,1,3,4,9,Block,142
1,-122.3616511,47.62126697,Raining,Daylight,Wet,2019,10,43,0,8,Block,175
2,-122.3763696,47.54832306,Clear,Daylight,Dry,2019,10,40,5,17,Intersection,305
2,-122.278732,47.52520003,Overcast,Daylight,Wet,2019,9,38,1,13,Block,426
2,-122.2962432,47.57587276,Overcast,Daylight,Wet,2019,10,42,5,15,Intersection,294
1,-122.329058,47.5850737,Clear,Daylight,Dry,2019,11,45,4,17,Block,275
2,-122.2962714,47.71752335,Clear,Daylight,Dry,2019,8,32,1,15,Block,11
1,-122.3701937,47.57155935,Overcast,Daylight,Wet,2020,1,1,4,8,Block,138
2,-122.3141619,47.60168876,Overcast,Dark - Street Lights On,Wet,2019,10,43,5,6,Intersection,226
1,-122.2979222,47.71837464,Clear,Dusk,Dry,2019,11,45,1,17,Block,11
2,-122.3632899,47.66572332,Raining,Daylight,Wet,2019,10,42,2,17,Intersection,170
1,-122.3914622,47.53802038,Clear,Daylight,Dry,2019,10,41,2,17,Intersection,180
2,-122.3134071,47.59833124,Clear,Daylight,Dry,2019,11,44,5,9,Intersection,174
1,-122.3329091,47.60608786,Clear,Daylight,Dry,2019,11,47,0,11,Intersection,486
1,-122.3619519,47.62212956,Raining,Daylight,Wet,2019,11,47,0,16,Intersection,175
1,-122.39955890000002,47.58481155,Clear,Dark - Street Lights Off,Dry,2019,11,46,0,23,Intersection,481
2,-122.3233042,47.70958119,Clear,Daylight,Dry,2019,11,44,5,12,Intersection,139
2,-122.3169313,47.68154858,Clear,Daylight,Dry,2019,10,40,3,11,Block,169
1,-122.3156864,47.6776667,Clear,Daylight,Dry,2019,9,36,5,11,Block,55
2,-122.3485832,47.66213328,Clear,Daylight,Dry,2019,8,35,2,17,Intersection,420
1,-122.2922648,47.72647542,Clear,Daylight,Dry,2019,9,39,2,14,Intersection,67
2,-122.2895421,47.6866754,Clear,Daylight,Dry,2019,7,29,3,17,Intersection,355
1,-122.3153176,47.59833442,Overcast,Daylight,Dry,2019,12,52,0,9,Block,174
1,-122.2621733,47.55110371,Clear,Dark - Street Lights On,Dry,2019,11,48,1,17,Intersection,113
1,-122.32139270000002,47.58629863,Clear,Daylight,Dry,2019,8,33,3,15,Block,268
1,-122.326807,47.60864031,Clear,Daylight,Dry,2019,11,45,0,13,Block,466
2,-122.3120325,47.65978148,Clear,Daylight,Dry,2019,8,33,1,16,Intersection,358
2,-122.3424249,47.61564896,Clear,Dark - Street Lights On,Dry,2019,10,41,3,23,Block,253
1,-122.3767962,47.68779988,Raining,Daylight,Wet,2019,10,43,1,7,Block,316
1,-122.3346656,47.60968542,Overcast,Dark - Street Lights On,Dry,2020,1,2,6,18,Intersection,52
1,-122.3149104,47.52644089,Clear,Daylight,Dry,2019,10,43,2,15,Intersection,327
2,-122.330034,47.62686964,Overcast,Dark - Street Lights On,Dry,2019,11,46,3,4,Block,362
2,-122.3362208,47.55191693,Raining,Dark - Street Lights On,Wet,2019,12,50,3,16,Intersection,48
1,-122.3381467,47.61097516,Clear,Dark - Street Lights On,Dry,2019,11,45,5,21,Block,128
1,-122.344492,47.6847677,Clear,Daylight,Dry,2019,9,36,0,16,Intersection,42
2,-122.3424259,47.65565501,Clear,Daylight,Dry,2019,9,36,4,17,Block,124
2,-122.3121726,47.68751645,Clear,Daylight,Dry,2019,8,32,0,13,Intersection,207
1,-122.3215921,47.60170192,Overcast,Dark - Street Lights On,Dry,2019,11,46,4,18,Block,24
1,-122.3042394,47.58633028,Raining,Daylight,Wet,2019,10,43,1,7,Intersection,428
1,-122.3449968,47.72503555,Raining,Dark - Street Lights On,Wet,2019,12,51,3,17,Block,72
1,-122.3448961,47.7171731,Clear,Daylight,Dry,2019,10,40,2,15,Block,164
2,-122.2924031,47.7328465,Clear,Daylight,Dry,2019,11,44,6,12,Block,405
1,-122.30090020000002,47.66383534,Clear,Daylight,Dry,2019,9,39,2,16,Block,421
1,-122.3458631,47.61299081,Clear,Daylight,Dry,2019,11,44,4,10,Block,307
2,-122.3543796,47.67248685,Raining,Dark - Street Lights On,Wet,2020,1,1,3,16,Intersection,440
1,-122.3424259,47.65565501,Clear,Dark - Street Lights On,Dry,2019,10,43,2,0,Block,124
2,-122.3833909,47.65663263,Raining,Daylight,Wet,2019,10,43,0,11,Block,238
1,-122.318141,47.61409443,Clear,Dark - Street Lights On,Dry,2019,12,52,5,1,Intersection,293
2,-122.3175819,47.52644854,Raining,Dawn,Wet,2019,11,46,1,7,Intersection,327
2,-122.3473112,47.66500911,Clear,Daylight,Dry,2019,7,29,0,15,Intersection,420
1,-122.3016639,47.58295413,Overcast,Dawn,Wet,2019,9,38,2,7,Block,280
1,-122.3213945,47.58427338,Clear,Daylight,Dry,2019,10,44,2,15,Block,268
1,-122.3896591,47.63592317,Raining,Daylight,Wet,2019,11,46,6,9,Intersection,254
1,-122.308942,47.60616997,Overcast,Daylight,Wet,2019,10,40,3,16,Intersection,496
1,-122.3372889,47.61378465,Clear,Daylight,Dry,2019,10,40,6,10,Block,128
2,-122.30194009999998,47.73382926,Clear,Daylight,Dry,2019,8,32,0,11,Intersection,196
2,-122.3068613,47.58367151,Clear,Daylight,Dry,2019,10,44,3,13,Intersection,384
1,-122.3081275,47.61643328,Raining,Daylight,Wet,2019,12,51,4,8,Block,99
1,-122.2997971,47.72111534,Unknown,Unknown,Unknown,2019,9,38,0,10,Block,11
1,-122.2968593,47.57457052,Clear,Dusk,Dry,2019,9,39,6,18,Intersection,294
2,-122.3606507,47.6862023,Clear,Daylight,Dry,2019,11,46,3,10,Intersection,200
2,-122.30652820000002,47.66125713,Clear,Dark - Street Lights On,Dry,2019,10,44,0,20,Intersection,260
2,-122.3325194,47.6023056,Clear,Daylight,Dry,2019,11,48,5,12,Intersection,212
1,-122.3761039,47.66153291,Clear,Daylight,Dry,2019,10,44,1,11,Intersection,295
1,-122.3236412,47.6060184,Clear,Daylight,Dry,2019,10,40,1,14,Intersection,466
1,-122.337348,47.52047166,Raining,Dark - Street Lights On,Wet,2020,1,1,3,19,Block,457
1,-122.2884235,47.56496219,Clear,Daylight,Dry,2019,11,48,2,8,Block,29
1,-122.27766409999998,47.55117602,Overcast,Daylight,Wet,2019,7,29,0,12,Intersection,393
1,-122.3422998,47.63015164,Clear,Daylight,Dry,2019,9,39,2,15,Block,465
2,-122.3545029,47.64688811,Raining,Daylight,Wet,2019,11,45,5,8,Intersection,468
1,-122.3592005,47.51736309,Raining,Dark - Street Lights On,Wet,2019,11,47,1,5,Intersection,276
2,-122.394509,47.66864794,Overcast,Daylight,Wet,2019,11,45,6,9,Intersection,435
1,-122.2879786,47.66941535,Overcast,Dark - Street Lights On,Wet,2020,1,4,0,5,Block,469
2,-122.3250552,47.59919076,Raining,Dark - Street Lights On,Wet,2019,10,43,0,19,Intersection,46
1,-122.3424019,47.61855016,Raining,Dark - Street Lights On,Wet,2019,8,34,2,22,Intersection,253
2,-122.31689509999998,47.54924358,Clear,Dusk,Dry,2019,10,41,0,17,Intersection,15
2,-122.3447952,47.71119659,Clear,Daylight,Dry,2019,10,43,6,14,Block,164
2,-122.33392659999998,47.64686731,Clear,Dark - Street Lights On,Dry,2019,11,47,1,18,Intersection,419
1,-122.3500906,47.70578497,Clear,Daylight,Dry,2019,9,38,5,14,Block,194
1,-122.3358381,47.62319937,Overcast,Daylight,Dry,2019,11,46,5,13,Intersection,111
1,-122.3029351,47.70072151,Clear,Daylight,Dry,2019,10,43,2,14,Block,110
1,-122.3494235,47.55569473,Raining,Dark - Street Lights On,Wet,2019,8,34,2,21,Block,310
1,-122.37621509999998,47.66827913,Clear,Daylight,Dry,2019,9,36,0,12,Block,489
1,-122.3458589,47.68694144,Raining,Daylight,Wet,2019,9,38,1,15,Block,251
2,-122.3340898,47.54564561,Clear,Daylight,Dry,2019,10,43,3,9,Block,63
2,-122.3134305,47.55904955,Overcast,Dark - Street Lights On,Dry,2019,11,45,6,18,Intersection,311
1,-122.3341897,47.59874964,Clear,Dark - Street Lights On,Dry,2019,9,38,5,22,Block,212
1,-122.30156540000002,47.63524418,Clear,Dark - Street Lights Off,Wet,2019,10,41,1,19,Intersection,91
1,-122.3315755,47.59962093,Clear,Dark - Street Lights On,Dry,2019,10,42,6,1,Block,212
1,-122.3598702,47.51736246,Raining,Dark - Street Lights On,Wet,2019,12,50,2,17,Block,276
2,-122.3251391,47.60933797,Clear,Dark - Street Lights On,Dry,2019,9,38,4,2,Intersection,466
1,-122.3463067,47.61442008,Clear,Dark - Street Lights On,Dry,2019,11,47,4,23,Block,307
1,-122.3554149,47.70146108,Overcast,Daylight,Wet,2019,10,42,2,14,Intersection,257
2,-122.35002040000002,47.61218693,Overcast,Daylight,Wet,2019,11,45,5,13,Block,307
1,-122.3874359,47.56840418,Clear,Dark - Street Lights On,Dry,2019,10,44,2,20,Block,418
1,-122.4186153,47.5748656,Clear,Daylight,Dry,2019,11,44,4,15,Block,65
1,-122.3194158,47.6062086,Overcast,Daylight,Wet,2019,10,43,1,17,Intersection,24
2,-122.3341937,47.57139257,Raining,Dark - Street Lights On,Wet,2020,1,4,3,18,Intersection,23
1,-122.3881566,47.56023925,Clear,Daylight,Dry,2019,10,41,6,16,Block,303
1,-122.3232898,47.70908629,Clear,Daylight,Dry,2019,11,47,6,10,Block,139
1,-122.30831709999998,47.5992429,Clear,Dark - Street Lights On,Dry,2019,11,47,1,16,Block,416
1,-122.3187916,47.65848566,Clear,Dark - Street Lights On,Dry,2019,11,44,6,23,Block,351
1,-122.3287335,47.60487637,Raining,Dusk,Wet,2019,10,43,0,17,Intersection,486
1,-122.3099652,47.70850520000001,Clear,Daylight,Dry,2019,10,43,6,13,Intersection,50
1,-122.2963285,47.71845145,Clear,Daylight,Dry,2019,11,45,2,7,Block,11
1,-122.3276578,47.60127855,Raining,Daylight,Wet,2019,8,32,5,9,Block,142
1,-122.3392266,47.57073999,Raining,Dark - Street Lights On,Wet,2019,12,1,1,17,Intersection,345
2,-122.2963773,47.56575139,Clear,Daylight,Dry,2019,10,44,3,17,Block,485
2,-122.3024506,47.66125276,Clear,Daylight,Dry,2019,9,39,4,11,Block,421
2,-122.2699904,47.53158241,Overcast,Daylight,Dry,2019,10,41,0,15,Intersection,224
1,-122.3060919,47.61788083,Clear,Dawn,Dry,2019,10,41,5,7,Block,99
2,-122.3290808,47.69034175,Raining,Daylight,Wet,2019,10,43,1,9,Block,488
1,-122.3234835,47.73405298,Clear,Daylight,Dry,2019,7,31,0,12,Intersection,449
2,-122.30194009999998,47.73382926,Clear,Daylight,Dry,2019,8,33,4,12,Intersection,196
1,-122.2904597,47.5534528,Fog/Smog/Smoke,Daylight,Wet,2019,11,47,0,7,Intersection,203
2,-122.348589,47.65272750000001,Overcast,Daylight,Dry,2019,10,42,3,13,Intersection,394
2,-122.269982,47.52473904,Clear,Daylight,Dry,2019,10,43,5,11,Block,330
1,-122.311597,47.5786263,Overcast,Dark - Street Lights On,Dry,2019,9,39,6,0,Intersection,246
1,-122.3778439,47.67952511,Fog/Smog/Smoke,Daylight,Dry,2019,12,52,3,7,Intersection,417
2,-122.3434717,47.63473486,Clear,Dark - Street Lights On,Dry,2019,11,47,2,17,Block,161
1,-122.2994757,47.64097721,Clear,Daylight,Dry,2019,12,49,0,12,Block,168
1,-122.300619,47.66852575,Clear,Daylight,Dry,2019,11,47,2,12,Intersection,338
2,-122.3290433,47.62722429,Clear,Daylight,Dry,2019,10,43,4,15,Block,250
1,-122.3766173,47.5339147,Clear,Dark - Street Lights On,Dry,2019,11,45,3,4,Block,459
2,-122.3768027,47.69242939,Clear,Dark - Street Lights On,Dry,2019,11,44,5,5,Intersection,31
1,-122.3348663,47.60822792,Clear,Daylight,Dry,2019,9,40,0,18,Intersection,52
1,-122.324813,47.60898123,Raining,Daylight,Wet,2020,1,4,1,10,Block,466
1,-122.3551447,47.51919567,Raining,Dark - Street Lights On,Wet,2019,12,51,4,18,Intersection,276
1,-122.329056,47.58085271,Clear,Daylight,Dry,2019,9,38,4,13,Block,275
1,-122.2692612,47.51991971,Clear,Daylight,Dry,2019,10,41,2,10,Block,127
1,-122.3316679,47.60808565,Unknown,Daylight,Unknown,2019,10,41,1,17,Block,486
1,-122.3007113,47.6653328,Clear,Dark - Street Lights On,Dry,2019,9,36,4,21,Block,338
2,-122.3384495,47.60878865,Clear,Daylight,Dry,2019,11,46,3,15,Block,490
1,-122.331703,47.60560599,Clear,Dark - Street Lights On,Dry,2019,11,45,3,17,Block,486
1,-122.3196386,47.59918405,Clear,Daylight,Dry,2019,11,45,3,10,Intersection,288
1,-122.3575663,47.61795105,Raining,Daylight,Wet,2019,10,41,1,13,Block,32
1,-122.3435358,47.62889601,Clear,Dark - Street Lights On,Dry,2019,10,41,3,1,Intersection,465
1,-122.3605037,47.63182359,Clear,Daylight,Dry,2019,10,41,1,16,Block,60
2,-122.3024996,47.6202073,Raining,Dark - Street Lights On,Wet,2019,11,45,5,19,Intersection,483
1,-122.2930452,47.73012228,Overcast,Dark - Street Lights On,Wet,2019,12,51,3,6,Block,405
1,-122.3523396,47.64732794,Clear,Daylight,Dry,2019,11,45,2,7,Block,80
2,-122.3126747,47.7203183,Raining,Daylight,Wet,2019,11,48,0,11,Block,475
2,-122.3507873,47.61824783,Clear,Daylight,Dry,2019,7,30,0,8,Intersection,201
2,-122.3766999,47.52286109,Clear,Daylight,Dry,2019,8,31,4,16,Intersection,397
2,-122.2877049,47.53758784,Clear,Daylight,Dry,2019,11,48,5,10,Block,354
2,-122.338197,47.606835,Clear,Dark - Street Lights On,Dry,2019,9,39,4,23,Intersection,490
2,-122.3073193,47.73115794,Clear,Dark - Street Lights On,Dry,2019,8,33,4,22,Block,477
1,-122.3029243,47.58632609,Clear,Daylight,Dry,2019,10,43,5,12,Intersection,280
1,-122.3284708,47.60794453,Raining,Daylight,Wet,2019,10,42,3,8,Intersection,486
1,-122.3351198,47.61018166,Clear,Daylight,Dry,2019,9,39,4,16,Block,52
1,-122.32263290000002,47.63307869,Clear,Daylight,Wet,2020,1,3,5,10,Intersection,412
1,-122.32519840000002,47.64650426,Overcast,Dark - Street Lights On,Wet,2019,12,50,1,20,Block,150
1,-122.3764666,47.54377358,Raining,Dark - Street Lights On,Wet,2020,1,4,1,16,Block,231
1,-122.3148244,47.60555876,Unknown,Unknown,Unknown,2019,9,36,3,9,Block,452
1,-122.3201524,47.54735691,Clear,Daylight,Dry,2019,10,41,4,13,Intersection,15
1,-122.2947629,47.66124551,Overcast,Daylight,Wet,2019,9,37,0,17,Block,171
1,-122.3337031,47.66685587,Clear,Daylight,Dry,2019,8,34,3,16,Block,484
1,-122.3338767,47.65122686,Clear,Daylight,Dry,2019,12,51,2,14,Block,419
2,-122.3448343,47.71354798,Clear,Daylight,Dry,2019,9,37,4,17,Block,164
1,-122.3290582,47.57665128,Clear,Daylight,Dry,2019,11,46,2,10,Block,487
2,-122.3217849,47.66496429,Clear,Dark - Street Lights On,Dry,2019,11,47,3,19,Block,245
2,-122.3304363,47.51898866,Clear,Daylight,Dry,2019,7,30,1,8,Block,121
2,-122.3054768,47.69347501,Clear,Daylight,Dry,2019,9,38,4,8,Block,47
2,-122.3029095,47.58454186,Raining,Dark - Street Lights On,Wet,2019,10,43,0,18,Intersection,280
1,-122.2833695,47.53618331,Clear,Daylight,Dry,2019,10,41,6,14,Intersection,131
2,-122.35945420000002,47.67956119,Clear,Dark - Street Lights On,Dry,2019,10,40,1,21,Intersection,19
1,-122.2672777,47.53622567,Raining,Dark - Street Lights On,Wet,2020,1,1,4,22,Block,165
1,-122.335574,47.6106779,Overcast,Dark - Street Lights On,Wet,2019,10,42,3,23,Intersection,52
1,-122.3639835,47.65797518,Clear,Dark - Street Lights On,Dry,2019,11,46,1,16,Block,360
1,-122.3355271,47.6174338,Clear,Daylight,Dry,2019,11,46,0,12,Block,438
1,-122.3313425,47.60773005,Clear,Daylight,Dry,2019,10,44,2,14,Intersection,486
1,-122.3054768,47.69347501,Other,Dark - Street Lights On,Wet,2019,11,46,6,3,Block,47
1,-122.347315,47.66465278,Clear,Daylight,Dry,2019,9,38,3,8,Block,420
1,-122.3408806,47.57175135,Raining,Dark - Street Lights On,Wet,2019,11,45,5,19,Block,345
1,-122.3404944,47.61802723,Clear,Daylight,Dry,2019,11,46,0,9,Intersection,451
2,-122.2699879,47.52281564,Clear,Daylight,Dry,2019,8,32,1,13,Block,330
2,-122.34117340000002,47.66357852,Clear,Daylight,Dry,2019,7,30,4,18,Intersection,1
2,-122.3184088,47.66221288,Raining,Dark - Street Lights On,Wet,2019,10,43,0,20,Block,351
1,-122.3554597,47.7059898,Clear,Daylight,Dry,2019,7,29,2,16,Block,382
1,-122.3204846,47.70493801,Clear,Daylight,Dry,2019,8,32,4,15,Intersection,136
1,-122.3699834,47.52013492,Clear,Daylight,Dry,2019,10,41,6,17,Block,112
